Hotel Name,Place,description,Condition,Rating,Total Reviews
StayApart - All View Cottage and Riverside Camps,Banjār,"Offering a garden, StayApart - All View Cottage and Riverside Camps offers accommodation in Banjār. Guests at the homestay can enjoy a continental breakfast.",Review score,6,1 review
The Sunny Daze Villa,Banjār,Travel Sustainable property,,,
Ruhoots Cafe & Homestays,Banjār,Travel Sustainable property,,,
Rai kuteer and cottages,Banjār,"Boasting a garden, Rai kuteer and cottages is situated in Banjār. The guest house features both free WiFi and free private parking.",,,
OYO Home Midway Home Stay,Banjār,OYO Home Midway Home Stay is situated in Banjār. Guests staying at this apartment have access to a fully equipped kitchenette. The apartment has a TV.,,,
Trimounts- A Boutique Hotel in Tirthan Valley,Banjār,"Trimounts- A Boutique Hotel in Tirthan Valley has a fitness centre, garden, a terrace and restaurant in Banjār. This 3-star hotel offers room service and a 24-hour front desk.",,,
OYO 83120 Kamal Guest House Tirthan,Banjār,"OYO 83120 Kamal Guest House Tirthan is a 3-star property situated in Banjār. Featuring a restaurant, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.",,,
Sharma's Homestay,Banjār,"Featuring mountain views, Sharma's Homestay in Banjār features accommodation, a terrace and a restaurant. A balcony with river views is offered in every unit.",,,
Hotel Mansarovar - Tirthan Valley,Banjār,Travel Sustainable property,Very good,8,2 reviews
WFH TreeSouls FarmStay near Jibhi,Banjār,"Featuring mountain views, WFH TreeSouls FarmStay near Jibhi in Banjār features accommodation, a garden and a terrace.",Superb,9,1 review
JM Vistaraa,Bareilly,Travel Sustainable property,Good,7.6,149 reviews
Sobti Continental Bareilly,Bareilly,"Offering a restaurant, Sobti Continental Bareilly is located in Kāgāraul. Free Wi-Fi access is available. The property is 1.5 km from Fun City.",Review score,6,59 reviews
OYO Hotel Ayaan,Bareilly,OYO Hotel Ayaan is a 3-star property located in Bareilly. This 3-star hotel offers a shared kitchen and a shared lounge. Guest rooms at the hotel are equipped with a seating area.,Very good,8.4,108 reviews
The Manor Bareilly by Leisure Hotels,Bareilly,Travel Sustainable property,Good,7.9,9 reviews
OYO Hotel Atithi,Bareilly,OYO Hotel Atithi is a 3-star property situated in Bareilly. This 3-star hotel offers a shared lounge and room service. Bareilly Railway Station is 2.6 km from the hotel.,Review score,6.9,17 reviews
Flagship Hotel The Royal,Bareilly,Travel Sustainable property,Review score,1,1 review
Hotel Radiance,Bareilly,"Hotel Radiance is a 3-star property located in Bareilly. This 3-star hotel offers room service, a 24-hour front desk and free WiFi. Guests can enjoy city views.",Very good,8.1,59 reviews
Super OYO Capital O Imperial Hotel,Bareilly,"Super OYO Capital O Imperial Hotel is a 3-star property set in Bareilly. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",Review score,4,21 reviews
Hotel Arrow 19,Bareilly,"Situated in Bareilly, 5.9 km from Bareilly Railway Station, Hotel Arrow 19 features accommodation with a garden, free private parking and a restaurant.",Review score,6,63 reviews
Hotel Darbar-E-Khas,Bareilly,Travel Sustainable property,Superb,9.4,8 reviews
Hotel Amber Continental,Bareilly,Travel Sustainable property,Exceptional,10,2 reviews
Collection O Hotel Citi Star,Bareilly,Travel Sustainable property,Review score,2,7 reviews
Flagship Star Guest House,Bareilly,Travel Sustainable property,Review score,3.7,10 reviews
Hotel Aakriti Clarks Inn Express,Bareilly,"Situated 4.3 km from Bareilly Railway Station, Hotel Aakriti Clarks Inn Express offers 2-star accommodation in Bareilly and has a restaurant.",Superb,9,5 reviews
OYO The Party Mansion,Bareilly,"OYO The Party Mansion is a 3-star property set in Bareilly. With a shared lounge, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.",Review score,5.4,7 reviews
PARADISE AC DORMITORY,Bareilly,"Located in Bareilly, Uttar Pradesh region, PARADISE AC DORMITORY is situated 2.6 km from Bareilly Railway Station. At the hostel every room comes with air conditioning and a shared bathroom.",Fabulous,8.6,29 reviews
Kailash Mansarovar And Banquet Hall,Bareilly,"Situated 7.6 km from Bareilly Railway Station, Kailash Mansarovar And Banquet Hall offers 5-star accommodation in Bareilly and has a garden, a terrace and a restaurant.",,,
Radisson Hotel Bareilly Airport,Bareilly,Travel Sustainable property,Good,7.6,104 reviews
Flagship Resort Sita Kiran,Bareilly,Travel Sustainable property,Review score,5.8,117 reviews
SPOT ON Ren Basera Guest House,Bareilly,Travel Sustainable property,Review score,4.2,11 reviews
Bellazio Suites H& Resort,Bareilly,"Set in Bareilly, 10 km from Bareilly Railway Station, Bellazio Suites H& Resort offers accommodation with a garden, free private parking, a shared lounge and a terrace.",Superb,9,5 reviews
The Grand Nirvana Hotel,Bareilly,"The Grand Nirvana Hotel is a 4-star property situated in Bareilly. Featuring a garden, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.",,,
Continental Bareilly,Bareilly,Travel Sustainable property,,,
POP Hotel Blue Diamond,Bareilly,"Located in Bareilly, 1.9 km from Bareilly Railway Station, POP Hotel Blue Diamond provides rooms with air conditioning. Guest rooms in the hotel are equipped with a TV.",,,
SPOT ON Hotel Neelam,Bareilly,"SPOT ON Hotel Neelam is a 2-star property situated in Bareilly. This 2-star hotel offers a shared lounge and a 24-hour front desk. At the hotel, rooms have air conditioning and a TV.",Review score,2.6,5 reviews
JW Marriott Mumbai Sahar Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,"1,967 reviews"
Trident Nariman Point,"South Mumbai, Mumbai",Travel Sustainable property,Fabulous,8.8,"3,190 reviews"
The Oberoi Mumbai,"South Mumbai, Mumbai",Travel Sustainable property,Superb,9.3,"1,175 reviews"
Radisson Blu Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.2,"1,778 reviews"
Trident Bandra Kurla,"Bandra, Mumbai",Travel Sustainable property,Fabulous,8.9,"3,017 reviews"
The Leela Mumbai,"Western Suburbs, Mumbai",Travel Sustainable property,Fabulous,8.6,"2,521 reviews"
Courtyard by Marriott Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8,"1,120 reviews"
MAXX VALUE - HOTEL KOHINOOR CONTINENTAL,"Western Suburbs, Mumbai","Located in Mumbai, 5 km from ISKCON, MAXX VALUE - HOTEL KOHINOOR CONTINENTAL provides accommodation with an outdoor swimming pool, free private parking, a fitness centre and a garden.",Good,7.1,24 reviews
The Taj Mahal Tower Mumbai,"Colaba, Mumbai",Travel Sustainable property,Fabulous,8.9,"3,974 reviews"
Grand Hyatt Mumbai Hotel and Residences,"Santacruz, Mumbai",Travel Sustainable property,Very good,8.2,"1,806 reviews"
Taj Lands End,"Bandra, Mumbai",Travel Sustainable property,Fabulous,8.6,"3,405 reviews"
Hotel Ariana Residency,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7,213 reviews
"The Taj Mahal Palace, Mumbai","Colaba, Mumbai",Travel Sustainable property,Superb,9,929 reviews
The St. Regis Mumbai,"Worli, Mumbai",Travel Sustainable property,Fabulous,8.6,"1,243 reviews"
President - IHCL SeleQtions,"South Mumbai, Mumbai",Travel Sustainable property,Very good,8.1,"1,253 reviews"
"ITC Maratha, a Luxury Collection Hotel, Mumbai","Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.2,"2,830 reviews"
Novotel Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.3,119 reviews
VITS Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,"2,559 reviews"
Sofitel Mumbai BKC,"Bandra, Mumbai",Travel Sustainable property,Very good,8.2,"2,688 reviews"
Four Seasons Hotel Mumbai,"Worli, Mumbai",Travel Sustainable property,Very good,8.5,"2,024 reviews"
Radisson Mumbai Andheri MIDC,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.1,"1,067 reviews"
Fairfield by Marriott Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8,402 reviews
"ITC Grand Central, a Luxury Collection Hotel, Mumbai","South Mumbai, Mumbai",Travel Sustainable property,Fabulous,8.6,"1,544 reviews"
The Westin Mumbai Powai Lake,"Powai, Mumbai",Travel Sustainable property,Very good,8,958 reviews
Taj Santacruz,Mumbai,Travel Sustainable property,Fabulous,8.7,"3,025 reviews"
The Orchid Hotel Mumbai Vile Parle,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7.5,"2,921 reviews"
"InterContinental Marine Drive Mumbai, an IHG Hotel","Churchgate, Mumbai",Travel Sustainable property,Very good,8.4,418 reviews
"Holiday Inn Mumbai International Airport, an IHG Hotel","Western Suburbs, Mumbai",Travel Sustainable property,Good,7.8,"1,325 reviews"
The Westin Mumbai Garden City,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,826 reviews
Niranta Transit Hotel Terminal 2 Arrivals/Landside,"Andheri, Mumbai",Travel Sustainable property,Good,7.5,"2,422 reviews"
Radisson Mumbai Goregaon,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7.8,344 reviews
JW Marriott Mumbai Juhu,"Juhu, Mumbai",Travel Sustainable property,Very good,8.4,"1,303 reviews"
Novotel Mumbai Juhu Beach,"Juhu, Mumbai",Travel Sustainable property,Review score,6.7,"2,062 reviews"
"The Gordon House Hotel, Colaba","Colaba, Mumbai","The Gordon House Hotel is located within 600 metres from the iconic Gateway of India, the National Gallery of Modern Art and Prince of Wales Museum. Free WiFi access is available.",Very good,8.4,346 reviews
Abode Bombay,"Colaba, Mumbai",Travel Sustainable property,Fabulous,8.6,615 reviews
Trident Nariman Point,"South Mumbai, Mumbai",Travel Sustainable property,Fabulous,8.8,"3,190 reviews"
President - IHCL SeleQtions,"South Mumbai, Mumbai",Travel Sustainable property,Very good,8.1,"1,253 reviews"
Radisson Blu Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.2,"1,778 reviews"
Trident Bandra Kurla,"Bandra, Mumbai",Travel Sustainable property,Fabulous,8.9,"3,017 reviews"
Courtyard by Marriott Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8,"1,120 reviews"
The Oberoi Mumbai,"South Mumbai, Mumbai",Travel Sustainable property,Superb,9.3,"1,175 reviews"
Grand Hyatt Mumbai Hotel and Residences,"Santacruz, Mumbai",Travel Sustainable property,Very good,8.2,"1,806 reviews"
The Taj Mahal Tower Mumbai,"Colaba, Mumbai",Travel Sustainable property,Fabulous,8.9,"3,974 reviews"
The Leela Mumbai,"Western Suburbs, Mumbai",Travel Sustainable property,Fabulous,8.6,"2,521 reviews"
Hotel Ariana Residency,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7,213 reviews
Taj Lands End,"Bandra, Mumbai",Travel Sustainable property,Fabulous,8.6,"3,405 reviews"
The St. Regis Mumbai,"Worli, Mumbai",Travel Sustainable property,Fabulous,8.6,"1,243 reviews"
"The Taj Mahal Palace, Mumbai","Colaba, Mumbai",Travel Sustainable property,Superb,9,929 reviews
JW Marriott Mumbai Sahar Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,"1,967 reviews"
Sofitel Mumbai BKC,"Bandra, Mumbai",Travel Sustainable property,Very good,8.2,"2,688 reviews"
"ITC Maratha, a Luxury Collection Hotel, Mumbai","Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.2,"2,830 reviews"
Novotel Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.3,119 reviews
Radisson Mumbai Andheri MIDC,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.1,"1,067 reviews"
"ITC Grand Central, a Luxury Collection Hotel, Mumbai","South Mumbai, Mumbai",Travel Sustainable property,Fabulous,8.6,"1,544 reviews"
The Westin Mumbai Powai Lake,"Powai, Mumbai",Travel Sustainable property,Very good,8,958 reviews
Four Seasons Hotel Mumbai,"Worli, Mumbai",Travel Sustainable property,Very good,8.5,"2,024 reviews"
Taj Santacruz,Mumbai,Travel Sustainable property,Fabulous,8.7,"3,025 reviews"
The Orchid Hotel Mumbai Vile Parle,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7.5,"2,921 reviews"
"InterContinental Marine Drive Mumbai, an IHG Hotel","Churchgate, Mumbai",Travel Sustainable property,Very good,8.4,418 reviews
The Westin Mumbai Garden City,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,826 reviews
VITS Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8.5,"2,559 reviews"
Novotel Mumbai Juhu Beach,"Juhu, Mumbai",Travel Sustainable property,Review score,6.7,"2,062 reviews"
MAXX VALUE - HOTEL KOHINOOR CONTINENTAL,"Western Suburbs, Mumbai","Located in Mumbai, 5 km from ISKCON, MAXX VALUE - HOTEL KOHINOOR CONTINENTAL provides accommodation with an outdoor swimming pool, free private parking, a fitness centre and a garden.",Good,7.1,24 reviews
Fairfield by Marriott Mumbai International Airport,"Western Suburbs, Mumbai",Travel Sustainable property,Very good,8,402 reviews
Radisson Mumbai Goregaon,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7.8,344 reviews
President - IHCL SeleQtions,"South Mumbai, Mumbai",Travel Sustainable property,Very good,8.1,"1,253 reviews"
"Marriott Executive Apartment - Lakeside Chalet, Mumbai","Powai, Mumbai",Travel Sustainable property,Good,7.8,270 reviews
"Holiday Inn Mumbai International Airport, an IHG Hotel","Western Suburbs, Mumbai",Travel Sustainable property,Good,7.8,"1,325 reviews"
JW Marriott Mumbai Juhu,"Juhu, Mumbai",Travel Sustainable property,Very good,8.4,"1,303 reviews"
Trident Bandra Kurla,"Bandra, Mumbai",Travel Sustainable property,Fabulous,8.9,"3,017 reviews"
The Westin Mumbai Powai Lake,"Powai, Mumbai",Travel Sustainable property,Very good,8,958 reviews
Sea Green Hotel,"Churchgate, Mumbai",Travel Sustainable property,Good,7,313 reviews
FabHotel Babas Residency,"Western Suburbs, Mumbai",Travel Sustainable property,Good,7.5,13 reviews
The St. Regis Mumbai,"Worli, Mumbai",Travel Sustainable property,Fabulous,8.6,"1,243 reviews"
Hyatt Centric Juhu Mumbai,"Juhu, Mumbai",Travel Sustainable property,Good,7.6,98 reviews
Hotel Bawa Suites,"Khar, Mumbai",Travel Sustainable property,Very good,8.3,402 reviews
